,society,price,price_per_sq.ft,bedRoom,bathroom,balcony,floorNum,facing,type,sector,Super_build_area,Carpet_area,Not available,Study Room,Servant Room,Pooja Room,Others,age,luxury_score,furnishing_type,location_score,area_ratio
1816,Sare Crescent Parc,0.65,4596,3,3,3,3.0,,flat,sector 92,2022.02,1414.0,1,0,0,0,0,old property,27,1,5,471.3333333333333
1817,Raheja Vedaanta,1.25,5681,3,2,0,0.0,,flat,sector 108,2202.2,1540.0,1,0,0,0,0,relatively new,64,2,0,513.3333333333334
1818,Shri Balaji Apartment,0.35,4037,2,2,1,1.0,North,flat,sector 12,929.5,650.0,1,0,0,0,0,old property,13,1,61,325.0
1819,Krrish Florence Estate,1.3,5600,3,3,3,17.0,,flat,sector 70,2133.56,1492.0,1,0,0,0,0,Under Construction,0,2,34,497.3333333333333
1820,Ansal Housing Highland Park,2.0,7490,4,5,3+,14.0,,flat,sector 103,2672.6699999999996,1868.9999999999998,0,0,1,0,0,New Property,54,1,22,467.24999999999994
1821,DLF Express Greens,1.5,6358,4,5,3+,10.0,East,flat,manesar,2361.359,1651.3,0,0,1,0,0,New Property,37,1,14,412.825
1822,Pareena Mi Casa,1.9,9227,3,3,3+,1.0,,flat,sector 68,2944.37,2059.0,0,0,1,0,0,Under Construction,28,1,52,686.3333333333334
1823,Ramsons Kshitij,0.22,6470,1,1,1,2.0,,flat,sector 95,340.3399999999999,237.99999999999997,1,0,0,0,0,New Property,0,1,0,237.99999999999997
1824,ANSALS DUPLEX FLAT,0.95,7307,2,3,2,1.0,North-East,flat,sector 2,1859.0,1300.0,0,1,0,0,0,,9,2,61,650.0
1825,HCBS Sports Ville,0.32,6165,2,2,2,2.0,,flat,sohna,742.17,519.0,1,0,0,0,0,New Property,34,1,0,259.5
1826,Smriti Apartment,0.45,7500,1,1,2,3.0,,flat,sector 56,600.6,420.0,1,0,0,0,0,,39,1,50,420.0
1827,Pareena Mi Casa,1.85,9310,3,3,3+,13.0,,flat,sector 68,1988.9869999999996,1390.8999999999999,1,0,0,0,0,Under Construction,0,1,52,463.63333333333327
1828,Sidhartha NCR Greens,0.96,6201,3,3,3,8.0,,flat,sector 95,2213.64,1548.0,0,0,0,1,0,New Property,10,1,5,516.0
1829,Godrej Summit,1.2,8298,3,2,3+,16.0,,flat,sector 104,2067.7799999999997,1446.0,0,1,0,1,0,relatively new,116,2,51,482.0
1830,Sare Crescent Parc,0.5,5000,2,2,2,2.0,,flat,sector 92,1001.0,700.0,0,0,0,0,1,relatively new,67,1,5,350.0
1831,Sare Crescent Parc,0.92,4854,4,5,3+,14.0,North-East,flat,sector 92,2288.0,1600.0,1,0,0,0,0,old property,103,2,5,400.0
1832,Green Court,0.5,8333,2,2,1,8.0,,flat,sector 90,858.0,600.0,1,0,0,0,0,New Property,24,1,38,300.0
1833,Supertech Araville,0.78,6023,2,2,3+,17.0,,flat,sector 79,1296.2949999999998,906.4999999999999,1,0,0,0,0,relatively new,36,1,5,453.24999999999994
1834,Signature Global Synera,0.5,7886,2,2,1,11.0,East,flat,sector 81,906.62,634.0,1,0,0,0,0,New Property,74,0,34,317.0
1835,Prime Habitat,0.27,5432,2,2,1,4.0,North-East,flat,sector 99a,710.7099999999999,497.0,1,0,0,0,0,New Property,4,1,41,248.5
1836,Sare Homes,0.85,4786,4,4,3,3.0,,flat,sector 92,1777.7759999999996,1243.1999999999998,1,0,0,0,0,old property,0,1,25,310.79999999999995
1837,Millenia,0.4,6666,2,2,2,4.0,East,flat,sector 37c,858.0,600.0,1,0,0,0,0,New Property,25,1,32,300.0
1838,Sidhartha NCR One Phase 1,0.9,4500,3,3,1,15.0,,flat,sector 95,2288.0,1600.0,1,0,0,0,0,relatively new,63,1,5,533.3333333333334
1839,Signature Andour Heights,0.39,9846,1,1,2,1.0,,flat,sector 71,325.32499999999993,227.49999999999997,1,0,0,0,0,New Property,0,1,27,227.49999999999997
1840,M3M skywalk,1.5,10714,2,2,1,8.0,,flat,sector 74,2002.0,1400.0,1,0,0,0,0,New Property,20,1,28,700.0
1841,Puri Emerald Bay,1.8,8823,2,3,3,23.0,,flat,sector 104,1701.6999999999998,1190.0,0,0,1,0,0,New Property,38,1,59,595.0
1842,Ansal Estella,1.5,8670,3,3,3+,6.0,,flat,sector 103,2466.75,1725.0,1,0,0,0,0,Under Construction,51,1,22,575.0
1843,Chanderlok Society,0.9,7234,4,2,3+,1.0,,flat,sector 28,1778.9199999999998,1244.0,1,0,0,0,0,,0,1,34,311.0
1844,Jammu and Kashmir Bank Employees CGHS,0.95,6129,3,3,2,5.0,West,flat,sector 9a,1551.55,1085.0,0,0,0,0,1,old property,20,1,39,361.6666666666667
1845,ILD Greens,1.0,4723,3,3,3,3.0,,flat,sector 37c,1801.8,1260.0,1,0,0,0,0,Under Construction,0,1,49,420.0
1846,ss residency,0.53,4818,3,3,2,2.0,,flat,sector 12,1101.1,770.0,1,0,0,0,0,relatively new,9,2,32,256.6666666666667
1847,Uphar lakshya homes,0.42,4200,3,2,1,1.0,East,flat,sector 9,1430.0,1000.0,1,0,0,0,0,relatively new,6,1,34,333.3333333333333
1848,Umang Monsoon Breeze,1.2,6493,3,3,2,8.0,,flat,sector 78,2642.64,1848.0,0,0,0,1,0,old property,9,0,16,616.0
1849,Godrej Oasis,1.5,8108,3,3,2,3.0,,flat,sector 88a,2645.5,1850.0,1,0,0,0,0,relatively new,50,1,18,616.6666666666666
1850,Raheja Sampada,0.9,6569,3,2,3,11.0,East,flat,sector 92,1371.37,958.9999999999999,1,0,0,0,0,relatively new,82,1,27,319.66666666666663
1851,Sare Green ParC Phase 3,1.08,5150,4,4,2,16.0,,flat,sector 92,2092.0899999999997,1463.0,0,0,1,0,0,New Property,84,1,26,365.75
1852,Raheja Navodaya,0.62,4807,2,2,2,5.0,,flat,sector 92,1521.52,1064.0,1,0,0,0,0,New Property,0,1,27,532.0
1853,Palam Vihar Society,0.4,8602,1,1,1,5.0,North,flat,sector 2,607.75,425.0,1,0,0,0,0,old property,28,2,61,425.0
1854,Krishna appartment,0.35,3500,3,3,1,2.0,,flat,sector 12,1001.0,700.0,1,0,0,0,0,,0,1,61,233.33333333333334
1855,Spire Woods Now Ananda by Alpha corp,1.25,6902,3,4,3,11.0,,flat,sector 103,2589.73,1811.0,0,1,1,0,0,Under Construction,90,1,22,603.6666666666666
1856,DLF Regency Park 1,1.35,11992,2,2,2,1.0,,flat,sector 28,1268.696,887.2,1,0,0,0,0,old property,0,1,33,443.6
1857,Parsvnath Green Ville,3.3,9984,5,5,3+,4.0,,flat,sector 48,3908.9049999999997,2733.5,0,0,1,0,0,,63,1,40,546.7
1858,Raheja Vedaanta,0.95,5214,3,3,3,3.0,,flat,sector 108,1823.8219999999997,1275.3999999999999,0,0,0,0,1,relatively new,77,1,0,425.13333333333327
1859,Ambience Lagoon,5.8,12500,3,4,3+,9.0,North-East,flat,sector 24,4232.8,2960.0,0,1,1,1,1,,49,0,37,986.6666666666666
1860,DLF The Crest,11.0,35187,4,6,3,7.0,,flat,sector 54,3126.1229999999996,2186.1,0,0,1,0,0,relatively new,102,0,51,546.525
1865,Emaar MGF Marbella,12.0,32375,5,5,3+,3.0,East,house,sector 66,3706.56,2592.0,0,0,1,1,0,New Property,88,2,43,518.4
1867,independent,10.85,33348,6,6,1,3.0,North-East,house,sector 25,3253.536,2275.2000000000003,0,0,0,0,0,relatively new,102,2,45,379.20000000000005
1868,Sushant Lok 1 Builder Floors,1.95,10077,3,4,3+,4.0,West,house,sector 43,2213.64,1548.0,0,0,1,0,0,New Property,49,2,42,516.0
1869,independent,4.45,28814,4,3,3+,2.0,West,house,sector 25,1544.3999999999999,1080.0,0,0,0,0,0,old property,63,1,45,270.0
1870,independent,9.0,24281,6,7,3+,3.0,North,house,sector 28,3706.56,2592.0,0,1,1,1,0,old property,46,1,37,432.0
1872,independent,15.0,29021,5,6,3+,3.0,North,house,sector 26,5168.592,3614.4,0,1,1,1,0,old property,56,2,45,722.88
1873,independent,8.25,26709,5,6,3+,3.0,West,house,sector 43,3088.7999999999997,2160.0,0,1,1,1,0,old property,47,2,33,432.0
1875,DLF City Plots Phase 2,10.75,26102,9,9,3+,3.0,South-West,house,sector 25,4118.4,2880.0,0,0,1,1,0,,43,1,45,320.0
1878,independent,4.45,15451,6,6,3,3.0,North,house,sector 49,3294.72,2304.0,0,1,1,1,0,old property,118,0,40,384.0
1880,Emaar MGF Marbella,12.0,33300,5,6,3+,3.0,North-East,house,sector 66,3603.6,2520.0,0,0,1,0,0,relatively new,121,2,43,504.0
1881,independent,8.4,22663,4,4,3,2.0,,house,sector 48,3706.56,2592.0,0,0,1,1,0,,11,2,49,648.0
1882,Vipul Tatvam Villa,8.5,22932,4,4,2,,East,house,sector 48,3706.56,2592.0,0,0,1,1,0,old property,80,1,37,648.0
1884,Ansal Sushant Lok Plots,7.0,22663,5,5,3+,3.0,North-East,house,sector 43,3088.7999999999997,2160.0,0,1,1,1,0,relatively new,30,2,42,432.0
1885,Grover Homes Sec 4,4.75,9374,5,5,1,1.0,South-East,house,sector 4,5796.648,4053.6000000000004,0,1,1,1,0,,26,2,34,810.72
1886,independent,10.56,28490,5,5,3,3.0,,house,sector 50,3706.56,2592.0,0,0,1,0,0,old property,11,1,49,518.4
1887,independent,10.0,32375,5,6,3,3.0,North,house,sector 25,3088.7999999999997,2160.0,0,0,1,0,0,,42,2,45,432.0
1888,independent,9.0,24904,10,10,3,3.0,East,house,sector 25,3613.896,2527.2000000000003,0,0,0,1,0,,42,2,45,252.72000000000003
1889,independent,10.0,97125,4,4,3+,1.0,North-East,house,manesar,1029.6,720.0,0,0,1,0,0,,10,1,0,180.0
1890,independent,1.95,13542,2,2,2,2.0,,house,sector 7,1647.36,1152.0,1,0,0,0,0,,0,1,24,576.0
1891,independent,3.3,19097,4,4,2,3.0,South-East,house,sector 57,1976.832,1382.4,0,0,0,0,0,old property,37,2,32,345.6
1893,Suncity Essel Towers,6.0,22222,4,4,3+,3.0,East,house,sector 43,3088.7999999999997,2160.0,0,1,0,0,0,,79,2,45,540.0
1894,independent,9.0,29138,5,5,3,3.0,North,house,sector 25,3088.7999999999997,2160.0,0,1,1,1,0,,31,1,45,432.0
1895,independent,5.8,28166,5,5,3+,2.0,North,house,sector 26,2059.2,1440.0,0,1,1,1,0,,43,1,45,288.0
1897,nul,6.25,30352,5,5,3,2.0,East,house,sector 25,2059.2,1440.0,0,0,1,1,0,old property,85,2,45,288.0
1898,independent,5.75,25975,4,4,2,2.0,North,house,sector 43,2213.64,1548.0,0,0,1,1,0,,23,1,42,387.0
1899,independent,2.55,16378,3,3,2,2.0,South,house,sector 2,1781.208,1245.6000000000001,1,0,0,0,0,,5,1,61,415.20000000000005
1900,independent,5.6,17284,8,6,3+,,South-West,house,sector 2,3706.56,2592.0,0,1,1,1,0,old property,0,1,61,324.0
1901,independent,17.0,33023,5,8,3+,3.0,North-East,house,sector 45,5148.0,3600.0,0,1,1,1,0,relatively new,115,0,39,720.0
1903,Vipul Tatvam Villa,8.4,21000,4,5,3+,2.0,North,house,sector 48,4576.0,3200.0,0,1,1,1,0,old property,32,2,37,800.0
1904,independent,3.55,24500,4,4,3+,2.0,,house,sector 55,1657.656,1159.2,1,0,0,0,0,,18,2,50,289.8
1905,DLF New Town Heights,2.5,7058,4,4,3+,3.0,East,house,sector 91,3889.6,2720.0,0,1,1,1,0,old property,64,2,50,680.0
1906,DLF New Town Heights 2,2.5,7058,4,4,3+,3.0,East,house,sector 86,3889.6,2720.0,0,1,1,1,0,old property,107,2,31,680.0
1907,independent,2.1,23333,3,3,2,3.0,North,house,sector 40,1029.6,720.0,0,0,0,0,1,old property,26,2,39,240.0
1908,independent,4.5,20000,5,5,1,1.0,,house,sector 14,3575.0,2500.0,1,0,0,0,0,relatively new,0,1,32,500.0
1911,independent,5.0,16244,4,4,2,2.0,East,house,sector 23,3521.232,2462.4,1,0,0,0,0,,3,1,52,615.6
1913,International City by SOBHA Phase 2,5.65,10463,4,4,3+,2.0,North-East,house,sector 109,6177.599999999999,4320.0,0,0,1,0,1,New Property,34,2,51,1080.0
1915,independent,3.25,14444,3,3,2,2.0,South-East,house,sector 4,2574.0,1800.0,1,0,0,0,0,,15,1,34,600.0
1916,independent,5.0,10101,3,3,2,1.0,North-East,house,sector 4,5662.8,3960.0,1,0,0,0,0,,14,1,34,1320.0
1917,independent,10.45,33832,4,5,2,3.0,North,house,sector 50,3088.7999999999997,2160.0,0,1,1,1,0,old property,108,2,44,540.0
1918,independent,7.5,23148,5,5,3+,2.0,East,house,sector 82,3706.56,2592.0,0,0,1,1,0,relatively new,92,2,5,518.4
1919,independent,0.67,8557,3,2,1,1.0,South,house,sector 3a,895.7520000000001,626.4000000000001,0,0,0,1,1,old property,8,1,34,208.80000000000004
1920,International City by Sobha Phase 1,5.75,16428,4,4,2,3.0,South-East,house,sector 109,5005.0,3500.0,0,0,1,0,0,relatively new,106,1,59,875.0
1921,independent,3.2,13519,3,3,2,1.0,East,house,sector 9,2707.848,1893.6000000000001,1,0,0,0,0,,24,2,25,631.2
1922,independent,7.0,21605,4,4,3+,1.0,North-East,house,sector 82,3706.56,2592.0,0,1,1,1,0,relatively new,35,2,5,648.0
1924,independent,3.85,14650,4,4,3,3.0,North-West,house,sector 7,3006.432,2102.4,1,0,0,0,0,,15,1,27,525.6
1925,independent,2.0,13889,2,2,2,2.0,North-West,house,sector 7,1647.36,1152.0,1,0,0,0,0,,14,1,34,576.0
1926,independent,3.1,13778,3,3,2,2.0,North-West,house,sector 7,2574.0,1800.0,1,0,0,0,0,,14,1,27,600.0
1927,independent,2.25,15625,3,3,2,2.0,North-West,house,sector 7,1647.36,1152.0,1,0,0,0,0,,15,1,27,384.0
1928,independent,7.0,23333,4,4,2,3.0,North-East,house,sector 50,4290.0,3000.0,0,0,1,0,0,,89,1,44,750.0
1929,Emaar MGF Marbella,8.7,33800,4,5,2,3.0,East,house,sector 66,2574.0,1800.0,0,1,1,0,0,New Property,115,1,43,450.0
1930,International City by Sobha Phase 1,5.9,24280,4,5,2,2.0,East,house,sector 109,2779.92,1944.0,0,0,1,0,0,relatively new,73,2,59,486.0
1931,International City by Sobha Phase 1,5.85,23097,4,5,3+,2.0,East,house,sector 109,2532.816,1771.2,0,0,1,0,0,relatively new,64,2,59,442.8
1932,Bptp Visionnaire,5.35,8916,4,4,3+,3.0,North,house,sector 70a,6864.0,4800.0,0,1,1,1,0,relatively new,123,2,29,1200.0
1934,independent,0.65,9028,3,2,1,1.0,East,house,sector 9,823.68,576.0,0,0,0,1,1,relatively new,7,1,34,192.0
1935,independent,0.55,4074,3,3,2,2.0,South,house,sector 3a,1544.3999999999999,1080.0,0,0,0,0,1,relatively new,7,1,34,360.0
1936,independent,0.85,630,3,3,1,1.0,North,house,sector 3a,1716.0,1200.0,0,0,0,0,1,relatively new,0,1,34,400.0
1937,independent,0.58,8408,2,2,1,2.0,West,house,sector 3a,689.832,482.40000000000003,0,0,0,1,1,old property,3,1,34,241.20000000000002
1938,independent,0.65,9019,1,1,1,1.0,South-East,house,sector 3a,720.7199999999999,504.0,0,0,0,0,1,old property,13,1,34,504.0
1939,independent,0.61,9713,2,2,2,2.0,South-East,house,sector 3a,628.056,439.20000000000005,0,0,0,0,1,old property,9,1,34,219.60000000000002
1940,independent,0.67,8562,3,3,2,2.0,South,house,sector 3a,782.496,547.2,0,0,0,0,1,relatively new,4,1,34,182.4
1941,Ansal Sushant Lok Plots,5.8,26201,6,6,3,2.0,South-West,house,sector 43,2213.64,1548.0,0,0,1,0,1,relatively new,35,2,42,258.0
1942,International City by Sobha Phase 1,6.0,24691,4,5,3+,2.0,North,house,sector 109,2779.92,1944.0,0,0,1,0,0,relatively new,73,2,59,486.0
1944,independent,3.69,23699,4,4,2,2.0,East,house,sector 31,1781.208,1245.6000000000001,0,1,1,1,0,old property,55,2,29,311.40000000000003
1946,independent,5.5,24846,1,1,0,1.0,South-West,house,sector 43,2213.64,1548.0,0,0,0,0,1,,5,1,42,1548.0
1947,Unitech Deerwood Chase,15.0,29138,4,4,2,2.0,West,house,sector 50,5148.0,3600.0,0,0,1,0,0,old property,124,1,37,900.0
1948,Unitech Aspen Greens,6.95,4490,3,3,1,2.0,North-East,house,sector 50,2459.6,1720.0,0,0,1,0,0,old property,124,1,38,573.3333333333334
1949,Ansals Palam Vihar,5.7,14729,5,5,2,2.0,North-East,house,sector 2,6363.5,4450.0,0,0,0,1,0,,69,0,61,890.0
1951,Bptp Visionnaire,4.02,7309,4,4,3+,3.0,North-East,house,sector 70a,6292.0,4400.0,0,1,1,1,0,relatively new,106,1,29,1100.0
1953,independent,0.66,12000,3,1,1,3.0,East,house,sector 7,629.1999999999999,440.0,0,0,0,0,1,relatively new,12,1,27,146.66666666666666
1954,HUDA Ashok Vihar Phase 1,0.7,10233,3,2,1,2.0,North-East,house,sector 3a,782.496,547.2,0,1,0,0,0,New Property,4,1,34,182.4
1955,independent,1.45,23472,3,3,1,,,house,sector 24,617.76,432.0,1,0,0,0,0,,9,1,37,144.0
1956,Ashok Vihar Phase 3 Gurgaon,0.95,8878,4,3,2,1.0,East,house,sector 5,1224.08,856.0,1,0,0,0,0,,5,1,43,214.0
1958,independent,7.0,24723,7,7,3+,3.0,South-West,house,sector 41,2831.4,1980.0,0,1,1,1,0,old property,113,0,47,282.85714285714283
1959,independent,4.0,23263,4,4,3+,2.0,,house,sector 56,1719.432,1202.4,1,0,0,0,0,relatively new,17,2,50,300.6
1961,independent,2.75,7666,7,7,3+,3.0,North-East,house,sector 24,3432.0,2400.0,0,0,0,0,1,old property,0,2,42,342.85714285714283
1962,independent,0.6,13333,3,3,0,3.0,,house,sector 9,514.8,360.0,1,0,0,0,0,,0,1,34,120.0
1964,independent,0.35,7778,2,2,1,2.0,East,house,sector 105,715.0,500.0,1,0,0,0,0,,0,1,25,250.0
1965,DLF City Plots,4.0,35642,2,3,2,2.0,,house,sector 26,1122.2640000000001,784.8000000000001,1,0,0,0,0,relatively new,0,2,44,196.20000000000002
1966,Not Applicable,2.2,12222,4,3,2,1.0,South,house,sector 11,2059.2,1440.0,0,1,0,1,0,,18,1,32,360.0
1968,independent,8.0,22222,4,5,3+,1.0,North-East,house,sector 7,4118.4,2880.0,0,1,1,1,0,,21,1,24,720.0
1969,independent,0.9,7805,3,3,0,2.0,,house,sector 3,1153.152,806.4000000000001,1,0,0,0,0,,0,1,0,268.8
1973,independent,6.0,29138,3,5,3+,3.0,,house,sector 26,2059.2,1440.0,1,0,0,0,0,,9,2,45,180.0
1975,Ansal Heights,2.75,9793,4,4,3+,3.0,,house,sector 92,3212.352,2246.4,0,1,0,1,0,relatively new,0,1,0,561.6
1976,Ninex City,1.75,6250,4,4,0,14.0,,house,sector 76,4004.0,2800.0,1,0,0,0,0,,0,1,0,700.0
1978,My Home,0.34,12592,2,2,2,3.0,West,house,sector 2,308.88,216.0,1,0,0,0,0,old property,12,1,53,108.0
1979,independent,5.0,15384,6,6,2,1.0,South,house,sector 2,4647.5,3250.0,1,0,0,0,0,,0,1,0,541.6666666666666
1980,independent,5.0,22222,3,3,3,1.0,South,house,sector 14,2574.0,1800.0,1,0,0,0,0,old property,17,1,32,600.0
1983,DLF Gardencity Enclave,1.3,11284,3,2,1,3.0,,house,sector 93,1317.888,921.6,1,0,0,0,0,relatively new,0,1,44,307.2
1985,independent,1.15,8518,2,3,2,2.0,North-East,house,sector 7,1544.3999999999999,1080.0,0,0,0,1,0,,11,1,24,216.0
1986,independent,0.95,10555,3,2,2,3.0,South-East,house,sector 2,1029.6,720.0,0,0,0,0,0,,13,1,53,240.0
1988,house number B-34,0.8,8888,2,2,1,1.0,,house,sector 5,1029.6,720.0,1,0,0,0,0,,0,1,0,360.0
1990,independent,7.0,34337,5,5,2,3.0,North-East,house,sector 26,2038.6080000000002,1425.6000000000001,0,0,1,0,0,relatively new,9,1,45,285.12
1991,independent,0.5,6083,3,2,1,1.0,,house,sector 9,1072.5,750.0,1,0,0,0,0,,0,1,0,250.0
1992,independent,0.45,8411,3,2,1,1.0,,house,sector 21,765.05,535.0,1,0,0,0,0,,0,1,0,178.33333333333334
1995,independent,4.12,8889,2,1,3+,,,house,sector 3a,5302.44,3708.0,1,0,0,0,0,old property,0,1,34,1854.0
1997,ATS Tourmaline,1.87,8697,3,4,0,12.0,,house,sector 109,2459.6,1720.0,1,0,0,0,0,,0,1,44,573.3333333333334
1998,independent,0.85,8500,1,1,0,1.0,,house,sector 5,1144.0,800.0,1,0,0,0,0,,0,1,43,800.0
2000,independent,1.2,13333,4,4,1,2.0,South-West,house,sector 9,1029.6,720.0,0,0,0,0,1,old property,7,1,34,102.85714285714286
2001,independent,2.5,5472,3,2,1,,,house,sector 2,4576.0,3200.0,1,0,0,0,0,,5,1,53,1066.6666666666667
2003,independent,1.35,3857,5,3,3,3.0,East,house,sector 105,3575.0,2500.0,1,0,0,0,0,,0,1,25,500.0
2004,independent,4.7,21759,3,3,2,2.0,North,house,sector 57,2471.04,1728.0,0,0,1,0,1,,28,1,32,576.0
2005,independent,0.22,7407,2,2,2,1.0,,house,sector 9,424.71,297.0,1,0,0,0,0,,0,1,0,148.5
2010,Project Housing Board Colony,2.58,17695,4,2,2,2.0,,house,sector 28,1859.0,1300.0,1,0,0,0,0,,0,1,42,325.0
2011,DLF The Arbour,8.5,21519,4,4,3+,27.0,,house,sector 63,4518.8,3160.0,1,0,0,0,0,,0,1,26,790.0
2014,independent,3.5,20323,3,2,2,1.0,East,house,sector 38,1970.0595199999998,1377.664,1,0,0,0,0,old property,0,1,46,459.22133333333335
2015,Huda Plots,2.95,20359,2,2,2,1.0,North,house,sector 56,1657.656,1159.2,1,0,0,0,0,old property,21,1,42,579.6
2016,independent,0.7,5833,3,2,2,1.0,,house,sector 9,1372.8,960.0,1,0,0,0,0,,0,1,34,320.0
2018,independent,16.0,23310,6,5,2,3.0,East,house,sector 25,6864.0,4800.0,1,0,0,0,0,relatively new,0,1,0,800.0
2019,Suncity Essel Towers,8.95,17900,5,6,3+,4.0,,house,sector 43,5720.0,4000.0,1,0,0,0,0,old property,0,1,45,800.0
2020,independent,14.0,34865,9,9,3+,4.0,North,house,sector 43,4015.4399999999996,2808.0,0,0,1,0,0,old property,3,1,42,312.0
2023,independent,13.2,23737,6,6,0,2.0,,house,sector 50,5560.984,3888.8,1,0,0,0,0,,0,1,0,648.1333333333333
2025,independent,1.1,11111,3,4,1,2.0,North,house,sector 3a,1132.56,792.0,1,0,0,0,0,,0,1,0,132.0
2026,independent,2.5,13157,5,5,3+,2.0,,house,sector 37d,2173.6,1520.0,1,0,0,0,0,relatively new,0,1,21,304.0
2027,independent,0.53,5888,2,2,0,1.0,,house,sector 7,1029.6,720.0,1,0,0,0,0,,0,1,0,360.0
2028,independent,2.0,11111,2,2,1,2.0,,house,sector 7,2059.2,1440.0,1,0,0,0,0,relatively new,0,1,27,720.0
2029,independent,0.37,8222,2,2,1,1.0,,house,sector 105,514.8,360.0,0,0,0,0,1,old property,0,1,25,180.0
2031,independent,1.35,3857,10,6,3+,3.0,,house,sector 11,4004.0,2800.0,1,0,0,0,0,,0,1,0,280.0
2032,independent,0.62,11273,3,1,0,2.0,,house,sector 8,629.1999999999999,440.0,1,0,0,0,0,,0,1,0,146.66666666666666
2034,independent,1.8,7627,4,5,0,13.0,,house,sector 92,2699.8399999999997,1888.0,1,0,0,0,0,,0,1,0,472.0
2035,independent,1.7,5666,4,4,3+,1.0,North-East,house,sector 108,3718.0,2600.0,1,0,0,0,0,,0,1,0,650.0
2036,independent,0.55,5000,2,1,0,1.0,,house,sector 5,1258.3999999999999,880.0,1,0,0,0,0,,0,1,0,440.0
2037,independent,1.5,5000,6,1,0,1.0,,house,sector 5,3432.0,2400.0,1,0,0,0,0,New Property,0,1,0,400.0
2038,independent,1.55,6567,3,2,0,1.0,,house,sector 109,2699.8399999999997,1888.0,1,0,0,0,0,,0,1,0,629.3333333333334
2040,independent,0.65,11111,4,2,2,,,house,sector 3a,669.24,468.0,1,0,0,0,0,old property,0,1,34,117.0
2042,independent,0.95,21111,2,1,1,3.0,,house,sector 7,514.8,360.0,1,0,0,0,0,New Property,8,1,24,180.0
2043,Vatika Sovereign Next,3.85,7500,5,6,3+,6.0,,house,sector 82a,5880.16,4112.0,1,0,0,0,0,,0,1,5,822.4
2044,independent,0.66,10784,3,2,1,2.0,,house,sector 6,700.128,489.6,1,0,0,0,0,,14,1,27,163.20000000000002
2045,independent,0.45,12162,4,4,2,4.0,North,house,sector 104,2145.0,1500.0,1,0,0,0,0,old property,3,2,34,375.0
2046,independent,1.0,8796,3,2,2,1.0,North,house,sector 2,1539.109,1076.3,0,0,0,1,0,,0,1,53,358.76666666666665
2047,independent,0.85,7522,3,3,0,1.0,,house,sector 3a,1292.72,904.0,1,0,0,0,0,,0,1,34,301.3333333333333
2048,independent,0.45,5000,3,2,0,1.0,,house,sector 7,1287.0,900.0,1,0,0,0,0,,0,1,29,300.0
2049,Sector 14 RWA,6.5,22727,5,5,0,4.0,,house,sector 14,2860.0,2000.0,1,0,0,0,0,old property,0,1,32,400.0
2051,independent,13.5,19286,9,9,0,1.0,East,house,sector 25,8008.0,5600.0,1,0,0,0,0,relatively new,0,1,0,622.2222222222222
2053,Ansal Sushant Lok Plots,3.3,23226,1,1,0,,,house,sector 43,1420.848,993.6,1,0,0,0,0,,0,1,33,993.6
2054,independent,1.75,11111,4,2,2,2.0,,house,sector 7,1801.8,1260.0,0,0,0,0,1,,21,1,27,315.0
2055,independent,1.1,6111,4,4,3+,2.0,West,house,sector 3a,2059.2,1440.0,1,0,0,0,0,,3,1,34,180.0
2057,independent,0.37,7916,1,1,1,1.0,,house,sector 3a,549.12,384.0,1,0,0,0,0,relatively new,0,1,34,384.0
2060,independent,2.1,24476,3,2,1,3.0,,house,sector 70a,858.0,600.0,1,0,0,0,0,New Property,0,1,26,200.0
2065,independent,3.0,11111,4,4,0,1.0,,house,sector 17,3861.0,2700.0,1,0,0,0,0,,0,1,0,675.0
2066,Vipul Tatvam Villa,8.5,22932,4,6,3,3.0,North,house,sector 48,3706.56,2592.0,0,0,1,1,1,,35,1,37,648.0
2069,independent,1.15,3285,3,2,1,1.0,,house,sector 9,5005.0,3500.0,1,0,0,0,0,,0,1,0,1166.6666666666667
2071,Aindependentt Raj Estates,8.5,23723,6,6,3+,3.0,East,house,sector 63a,3583.0080000000003,2505.6000000000004,0,0,0,1,0,Under Construction,21,1,51,417.6000000000001
2072,independent,5.75,23662,4,4,2,4.0,North,house,sector 53,3386.0398,2367.86,0,0,1,0,0,,118,0,42,591.965
2073,independent,4.65,17574,5,5,3+,1.0,,house,sector 54,3027.0240000000003,2116.8,1,0,0,0,0,old property,0,2,42,423.36
2075,independent,0.6,10753,3,3,1,2.0,,house,sector 9,638.352,446.40000000000003,1,0,0,0,0,relatively new,0,1,27,148.8
2076,independent,4.5,9091,4,5,2,2.0,East,house,sector 13,5662.8,3960.0,1,0,0,0,0,,0,1,32,990.0
2078,independent,0.6,10224,3,3,1,2.0,,house,sector 3a,586.8720000000001,410.40000000000003,0,0,0,0,1,,0,1,34,136.8
2079,Hero Homes,1.95,21195,3,5,3+,2.0,,house,sector 104,1052.48,736.0,1,0,0,0,0,old property,0,1,42,245.33333333333334
2081,International City by Sobha Phase 1,6.1,25103,5,6,3+,2.0,,house,sector 109,2779.92,1944.0,0,0,1,0,0,old property,27,1,59,388.8
2083,independent,2.0,14954,3,1,0,3.0,North,house,manesar,1529.528,1069.6000000000001,1,0,0,0,0,old property,12,1,14,356.53333333333336
2085,Unitech Espace,11.5,31026,5,6,0,1.0,North-West,house,sector 50,3706.56,2592.0,1,0,0,0,0,,0,1,35,518.4
